deportation	von	nach	nach_fct	deportation_alt	dep_datum	dep_date	deportation_date_exact	deportation_my	deportation_month	deportation_year
von Berlin nach Łódź / Litzmannstadt	Berlin 	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 29.10.1941 von Berlin nach Łódź / Litzmannstadt	29.10.1941	29.10.1941	1941-10-29	1941-10-29	Oct	1941
von Berlin nach Ghetto Łódź / Litzmannstadt	Berlin 	Ghetto Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 29.10.1941 von Berlin nach Ghetto Łódź / Litzmannstadt	29.10.1941	29.10.1941	1941-10-29	1941-10-29	Oct	1941
von Berlin nach Ghetto Łódź / Litzmannstadt	Berlin 	Ghetto Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 29.10.1941 von Berlin nach Ghetto Łódź / Litzmannstadt	29.10.1941	29.10.1941	1941-10-29	1941-10-29	Oct	1941
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.02.1943 nach Auschwitz	03.02.1943	03.02.1943	1943-02-03	1943-02-03	Feb	1943
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
nach Buchenwald	NA	Buchenwald	Buchenwald	nach Buchenwald	NA	NA	NA	NA	NA	NA
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
nach Auschwitz	NA	Auschwitz	Auschwitz	am 28.06.1943 nach Auschwitz	28.06.1943	28.06.1943	1943-06-28	1943-06-28	Jun	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 28.06.1943 nach Auschwitz	28.06.1943	28.06.1943	1943-06-28	1943-06-28	Jun	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 28.06.1943 nach Auschwitz	28.06.1943	28.06.1943	1943-06-28	1943-06-28	Jun	1943
nach Riga	NA	Riga	Riga	am 13.01.1942 nach Riga	13.01.1942	13.01.1942	1942-01-13	1942-01-13	Jan	1942
nach Riga	NA	Riga	Riga	am 13.01.1942 nach Riga	13.01.1942	13.01.1942	1942-01-13	1942-01-13	Jan	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 26.02.1943 nach Auschwitz	26.02.1943	26.02.1943	1943-02-26	1943-02-26	Feb	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 26.03.1943 nach Auschwitz	26.03.1943	26.03.1943	1943-03-26	1943-03-26	Mar	1943
nach Kowno / Kaunas	NA	Kowno / Kaunas	Kowno / Kaunas	am 17.11.1941 nach Kowno / Kaunas	17.11.1941	17.11.1941	1941-11-17	1941-11-17	Nov	1941
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	im Jahre 1943 nach Theresienstadt	1943	1943	NA	NA	NA	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.01.1943 nach Auschwitz	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 04.08.1942 nach Theresienstadt	04.08.1942	04.08.1942	1942-08-04	1942-08-04	Aug	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 04.08.1942 nach Theresienstadt	04.08.1942	04.08.1942	1942-08-04	1942-08-04	Aug	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.03.1943 nach Theresienstadt	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.03.1943 nach Auschwitz	12.03.1943	12.03.1943	1943-03-12	1943-03-12	Mar	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.03.1943 nach Theresienstadt	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.01.1943 nach Auschwitz	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.01.1943 nach Auschwitz	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 12.08.1942 nach Theresienstadt	12.08.1942	12.08.1942	1942-08-12	1942-08-12	Aug	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 15.09.1942 nach Theresienstadt	15.09.1942	15.09.1942	1942-09-15	1942-09-15	Sep	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 15.09.1942 nach Theresienstadt	15.09.1942	15.09.1942	1942-09-15	1942-09-15	Sep	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Riga	NA	Riga	Riga	am 19.01.1942 nach Riga	19.01.1942	19.01.1942	1942-01-19	1942-01-19	Jan	1942
in das Ghetto Warschau	NA	Ghetto Warschau	Warschau	am 02.04.1942 in das Ghetto Warschau	02.04.1942	02.04.1942	1942-04-02	1942-04-02	Apr	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.03.1943 nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 28.09.1943 nach Auschwitz	28.09.1943	28.09.1943	1943-09-28	1943-09-28	Sep	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.03.1943 nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.03.1943 nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 02.03.1943 nach Auschwitz	02.03.1943	02.03.1943	1943-03-02	1943-03-02	Mar	1943
von Bahnhof Grunewald in das Ghetto Riga	Bahnhof Grunewald 	Ghetto Riga	Riga	am 19.01.1942 von Bahnhof Grunewald in das Ghetto Riga	19.01.1942	19.01.1942	1942-01-19	1942-01-19	Jan	1942
von Bahnhof Grunewald in das Ghetto Riga	Bahnhof Grunewald 	Ghetto Riga	Riga	am 19.01.1942 von Bahnhof Grunewald in das Ghetto Riga	19.01.1942	19.01.1942	1942-01-19	1942-01-19	Jan	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 06.03.1943 nach Auschwitz	06.03.1943	06.03.1943	1943-03-06	1943-03-06	Mar	1943
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.01.1943 nach Auschwitz	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.01.1943 nach Auschwitz	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.01.1943 nach Auschwitz	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
nach Thersienstadt	NA	Thersienstadt	Theresienstadt	am 20.08.1942 nach Thersienstadt	20.08.1942	20.08.1942	1942-08-20	1942-08-20	Aug	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.03.1943 nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.03.1943 nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
nach Riga	NA	Riga	Riga	am 19.10.1942 nach Riga	19.10.1942	19.10.1942	1942-10-19	1942-10-19	Oct	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 30.10.1942 nach Theresienstadt	30.10.1942	30.10.1942	1942-10-30	1942-10-30	Oct	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 30.10.1942 nach Theresienstadt	30.10.1942	30.10.1942	1942-10-30	1942-10-30	Oct	1942
nach Riga	NA	Riga	Riga	am 13.01.1942 nach Riga	13.01.1942	13.01.1942	1942-01-13	1942-01-13	Jan	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.03.1943 nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.03.1943 nach Theresienstadt	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
nach Litzmannstadt	NA	Litzmannstadt	Łódź / Litzmannstadt	am 24.10.1941 nach Litzmannstadt	24.10.1941	24.10.1941	1941-10-24	1941-10-24	Oct	1941
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.03.1943 nach Auschwitz	12.03.1943	12.03.1943	1943-03-12	1943-03-12	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.03.1943 nach Auschwitz	12.03.1943	12.03.1943	1943-03-12	1943-03-12	Mar	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 20.08.1942 nach Theresienstadt	20.08.1942	20.08.1942	1942-08-20	1942-08-20	Aug	1942
von Drancy nach Auschwitz	Drancy 	Auschwitz	Auschwitz	am 16.09.1942 von Drancy nach Auschwitz	16.09.1942	16.09.1942	1942-09-16	1942-09-16	Sep	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 01.03.1943 nach Auschwitz	01.03.1943	01.03.1943	1943-03-01	1943-03-01	Mar	1943
nach Riga	NA	Riga	Riga	am 25.01.1942 nach Riga	25.01.1942	25.01.1942	1942-01-25	1942-01-25	Jan	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 01.03.1943 nach Auschwitz	01.03.1943	01.03.1943	1943-03-01	1943-03-01	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 19.04.1943 nach Auschwitz	19.04.1943	19.04.1943	1943-04-19	1943-04-19	Apr	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 23.07.1942 nach Theresienstadt	23.07.1942	23.07.1942	1942-07-23	1942-07-23	Jul	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 23.09.1942 nach Theresienstadt	23.09.1942	23.09.1942	1942-09-23	1942-09-23	Sep	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Auschwitz	NA	Auschwitz	Auschwitz	am 09.12.1942 nach Auschwitz	09.12.1942	09.12.1942	1942-12-09	1942-12-09	Dec	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 09.12.1942 nach Auschwitz	09.12.1942	09.12.1942	1942-12-09	1942-12-09	Dec	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Riga	NA	Riga	Riga	am 19.01.1942 nach Riga	19.01.1942	19.01.1942	1942-01-19	1942-01-19	Jan	1942
nach Riga	NA	Riga	Riga	am 19.01.1942 nach Riga	19.01.1942	19.01.1942	1942-01-19	1942-01-19	Jan	1942
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 01.11.1941 nach Łódź / Litzmannstadt	01.11.1941	01.11.1941	1941-11-01	1941-11-01	Nov	1941
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 01.11.1941 nach Łódź / Litzmannstadt	01.11.1941	01.11.1941	1941-11-01	1941-11-01	Nov	1941
nach Riga	NA	Riga	Riga	am 26.10.1942 nach Riga	26.10.1942	26.10.1942	1942-10-26	1942-10-26	Oct	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 03.10.1942 nach Theresienstadt	03.10.1942	03.10.1942	1942-10-03	1942-10-03	Oct	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 10.01.1944 nach Theresienstadt	10.01.1944	10.01.1944	1944-01-10	1944-01-10	Jan	1944
von Gurs nach Auschwitz	Gurs 	Auschwitz	Auschwitz	am 10.08.1942 von Gurs nach Auschwitz	10.08.1942	10.08.1942	1942-08-10	1942-08-10	Aug	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 03.10.1942 nach Theresienstadt	03.10.1942	03.10.1942	1942-10-03	1942-10-03	Oct	1942
von Sammellager Große Hamburger Straße in das Vernichtungslager Auschwitz-Birkenau	Sammellager Große Hamburger Straße 	Vernichtungslager Auschwitz-Birkenau	Auschwitz	am 19.04.1943 von Sammellager Große Hamburger Straße in das Vernichtungslager Auschwitz-Birkenau	19.04.1943	19.04.1943	1943-04-19	1943-04-19	Apr	1943
in das Vernichtungslager Auschwitz-Birkenau	NA	Vernichtungslager Auschwitz-Birkenau	Auschwitz	am 03.03.1943 in das Vernichtungslager Auschwitz-Birkenau	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 22.04.1943 nach Theresienstadt	22.04.1943	22.04.1943	1943-04-22	1943-04-22	Apr	1943
von Grunewald nach Łódź / Litzmannstadt	Grunewald 	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 01.11.1941 von Grunewald nach Łódź / Litzmannstadt	01.11.1941	01.11.1941	1941-11-01	1941-11-01	Nov	1941
von Grunewald nach Łódź / Litzmannstadt	Grunewald 	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 01.11.1941 von Grunewald nach Łódź / Litzmannstadt	01.11.1941	01.11.1941	1941-11-01	1941-11-01	Nov	1941
von Grunewald nach Łódź / Litzmannstadt	Grunewald 	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 01.11.1941 von Grunewald nach Łódź / Litzmannstadt	01.11.1941	01.11.1941	1941-11-01	1941-11-01	Nov	1941
von Jagowstr. 38 nach Auschwitz	Jagowstr. 38 	Auschwitz	Auschwitz	am 09.12.1942 von Jagowstr. 38 nach Auschwitz	09.12.1942	09.12.1942	1942-12-09	1942-12-09	Dec	1942
von Jagowstr. 38 nach Auschwitz	Jagowstr. 38 	Auschwitz	Auschwitz	am 09.12.1942 von Jagowstr. 38 nach Auschwitz	09.12.1942	09.12.1942	1942-12-09	1942-12-09	Dec	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 22.07.1942 nach Theresienstadt	22.07.1942	22.07.1942	1942-07-22	1942-07-22	Jul	1942
von Friedeberger Straße 6 NO 55 in das Sammellager Hellerberg/Dresden	Friedeberger Straße 6 NO 55 	Sammellager Hellerberg/Dresden	Sammellager Hellerberg/Dresden	am 23.11.1942 von Friedeberger Straße 6 NO 55 in das Sammellager Hellerberg/Dresden	23.11.1942	23.11.1942	1942-11-23	1942-11-23	Nov	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.03.1943 nach Theresienstadt	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Ravensbrück	NA	Ravensbrück	Ravensbrück	am 01.06.1940 nach Ravensbrück	01.06.1940	01.06.1940	1940-06-01	1940-06-01	Jun	1940
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	am 03.02.1943	03.02.1943	03.02.1943	1943-02-03	1943-02-03	Feb	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 15.11.1943 nach Theresienstadt	15.11.1943	15.11.1943	1943-11-15	1943-11-15	Nov	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 15.11.1943 nach Theresienstadt	15.11.1943	15.11.1943	1943-11-15	1943-11-15	Nov	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Riga	NA	Riga	Riga	am 26.10.1942 nach Riga	26.10.1942	26.10.1942	1942-10-26	1942-10-26	Oct	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 09.12.1942 nach Auschwitz	09.12.1942	09.12.1942	1942-12-09	1942-12-09	Dec	1942
	NA	NA	NA	am 26.06.1942	26.06.1942	26.06.1942	1942-06-26	1942-06-26	Jun	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 24.07.1942 nach Theresienstadt	24.07.1942	24.07.1942	1942-07-24	1942-07-24	Jul	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.01.1943 nach Auschwitz	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 01.09.1942 nach Theresienstadt	01.09.1942	01.09.1942	1942-09-01	1942-09-01	Sep	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 13.01.1943 nach Theresienstadt	13.01.1943	13.01.1943	1943-01-13	1943-01-13	Jan	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 13.01.1943 nach Theresienstadt	13.01.1943	13.01.1943	1943-01-13	1943-01-13	Jan	1943
	NA	NA	NA	am 17.03.1943	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 28.05.1943 nach Theresienstadt	28.05.1943	28.05.1943	1943-05-28	1943-05-28	May	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.03.1943 nach Auschwitz	12.03.1943	12.03.1943	1943-03-12	1943-03-12	Mar	1943
nach Piaski-Trawniki	NA	Piaski-Trawniki	Piaski	am 28.03.1942 nach Piaski-Trawniki	28.03.1942	28.03.1942	1942-03-28	1942-03-28	Mar	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 09.12.1942 nach Auschwitz	09.12.1942	09.12.1942	1942-12-09	1942-12-09	Dec	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Auschwitz	NA	Auschwitz	Auschwitz	am 09.12.1942 nach Auschwitz	09.12.1942	09.12.1942	1942-12-09	1942-12-09	Dec	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.03.1943 nach Theresienstadt	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
nach Riga	NA	Riga	Riga	am 27.11.1941 nach Riga	27.11.1941	27.11.1941	1941-11-27	1941-11-27	Nov	1941
nach Riga	NA	Riga	Riga	am 27.11.1941 nach Riga	27.11.1941	27.11.1941	1941-11-27	1941-11-27	Nov	1941
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 16.12.1942 nach Theresienstadt	16.12.1942	16.12.1942	1942-12-16	1942-12-16	Dec	1942
von Berlin, Hektorstraße 3 nach Riga	Berlin, Hektorstraße 3 	Riga	Riga	am 27.11.1941 von Berlin, Hektorstraße 3 nach Riga	27.11.1941	27.11.1941	1941-11-27	1941-11-27	Nov	1941
nach Auschwitz	NA	Auschwitz	Auschwitz	am 29.11.1942 nach Auschwitz	29.11.1942	29.11.1942	1942-11-29	1942-11-29	Nov	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.03.1943 nach Theresienstadt	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.03.1943 nach Theresienstadt	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.03.1943 nach Auschwitz	12.03.1943	12.03.1943	1943-03-12	1943-03-12	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.03.1943 nach Auschwitz	12.03.1943	12.03.1943	1943-03-12	1943-03-12	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 02.03.1943 nach Auschwitz	02.03.1943	02.03.1943	1943-03-02	1943-03-02	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.03.1943 nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 04.03.1943 nach Auschwitz	04.03.1943	04.03.1943	1943-03-04	1943-03-04	Mar	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 14.09.1942 nach Theresienstadt	14.09.1942	14.09.1942	1942-09-14	1942-09-14	Sep	1942
nach RIga	NA	RIga	Riga	am 13.01.1942 nach RIga	13.01.1942	13.01.1942	1942-01-13	1942-01-13	Jan	1942
von Westerbork nach Sobibór	Westerbork 	Sobibór	Sobibór	am 18.05.1943 von Westerbork nach Sobibór	18.05.1943	18.05.1943	1943-05-18	1943-05-18	May	1943
von Westerbork nach Auschwitz	Westerbork 	Auschwitz	Auschwitz	im Jahre 1943 von Westerbork nach Auschwitz	1943	1943	NA	NA	NA	1943
von Westerbork nach Sobibór	Westerbork 	Sobibór	Sobibór	am 18.05.1943 von Westerbork nach Sobibór	18.05.1943	18.05.1943	1943-05-18	1943-05-18	May	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.03.1943 nach Theresienstadt	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.03.1943 nach Theresienstadt	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
von Berlin nach Łódź / Litzmannstadt	Berlin 	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 18.10.1941 von Berlin nach Łódź / Litzmannstadt	18.10.1941	18.10.1941	1941-10-18	1941-10-18	Oct	1941
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 27.07.1942 nach Theresienstadt	27.07.1942	27.07.1942	1942-07-27	1942-07-27	Jul	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 29.11.1942 nach Auschwitz	29.11.1942	29.11.1942	1942-11-29	1942-11-29	Nov	1942
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 01.11.1941 nach Łódź / Litzmannstadt	01.11.1941	01.11.1941	1941-11-01	1941-11-01	Nov	1941
nach Auschwitz	NA	Auschwitz	Auschwitz	am 04.03.1943 nach Auschwitz	04.03.1943	04.03.1943	1943-03-04	1943-03-04	Mar	1943
nach Warschau	NA	Warschau	Warschau	am 02.04.1942 nach Warschau	02.04.1942	02.04.1942	1942-04-02	1942-04-02	Apr	1942
nach Riga	NA	Riga	Riga	am 13.01.1942 nach Riga	13.01.1942	13.01.1942	1942-01-13	1942-01-13	Jan	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
von Moabit nach Auschwitz	Moabit 	Auschwitz	Auschwitz	am 26.02.1943 von Moabit nach Auschwitz	26.02.1943	26.02.1943	1943-02-26	1943-02-26	Feb	1943
von Moabit nach Auschwitz	Moabit 	Auschwitz	Auschwitz	am 26.02.1943 von Moabit nach Auschwitz	26.02.1943	26.02.1943	1943-02-26	1943-02-26	Feb	1943
nach Riga	NA	Riga	Riga	am 15.08.1942 nach Riga	15.08.1942	15.08.1942	1942-08-15	1942-08-15	Aug	1942
nach Riga	NA	Riga	Riga	am 15.08.1942 nach Riga	15.08.1942	15.08.1942	1942-08-15	1942-08-15	Aug	1942
nach Sobibór	NA	Sobibór	Sobibór	am 13.06.1942 nach Sobibór	13.06.1942	13.06.1942	1942-06-13	1942-06-13	Jun	1942
nach Riga	NA	Riga	Riga	am 19.01.1942 nach Riga	19.01.1942	19.01.1942	1942-01-19	1942-01-19	Jan	1942
nach Riga	NA	Riga	Riga	am 19.01.1942 nach Riga	19.01.1942	19.01.1942	1942-01-19	1942-01-19	Jan	1942
nach Riga	NA	Riga	Riga	am 19.01.1942 nach Riga	19.01.1942	19.01.1942	1942-01-19	1942-01-19	Jan	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 29.11.1942 nach Auschwitz	29.11.1942	29.11.1942	1942-11-29	1942-11-29	Nov	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 29.11.1942 nach Auschwitz	29.11.1942	29.11.1942	1942-11-29	1942-11-29	Nov	1942
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 24.10.1941 nach Łódź / Litzmannstadt	24.10.1941	24.10.1941	1941-10-24	1941-10-24	Oct	1941
nach Auschwitz	NA	Auschwitz	Auschwitz	am 19.04.1943 nach Auschwitz	19.04.1943	19.04.1943	1943-04-19	1943-04-19	Apr	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 03.10.1942 nach Theresienstadt	03.10.1942	03.10.1942	1942-10-03	1942-10-03	Oct	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 03.10.1942 nach Theresienstadt	03.10.1942	03.10.1942	1942-10-03	1942-10-03	Oct	1942
nach Westerbork	NA	Westerbork	Westerbork	im Mai 1943 nach Westerbork	Mai 1943	May 1943	NA	1943-05-01	May	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 16.07.1942 nach Theresienstadt	16.07.1942	16.07.1942	1942-07-16	1942-07-16	Jul	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 13.01.1943 nach Theresienstadt	13.01.1943	13.01.1943	1943-01-13	1943-01-13	Jan	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 13.01.1943 nach Theresienstadt	13.01.1943	13.01.1943	1943-01-13	1943-01-13	Jan	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.03.1943 nach Theresienstadt	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.03.1943 nach Theresienstadt	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 17.05.1943 nach Auschwitz	17.05.1943	17.05.1943	1943-05-17	1943-05-17	May	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 03.10.1942 nach Theresienstadt	03.10.1942	03.10.1942	1942-10-03	1942-10-03	Oct	1942
