schicksal,destiny_type,destiny_type_fac,destiny_when,destiny_when_date,destiny_when_year,destiny_location,destiny_loc_cat,destiny_loc_fac
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
ERMORDET 29.10.1942 in Riga,ERMORDET,murdered,29.10.1942,1942-10-29,1942,Riga,Riga,Riga
ERMORDET 29.10.1942 in Riga,ERMORDET,murdered,29.10.1942,1942-10-29,1942,Riga,Riga,Riga
ERMORDET 29.10.1942 in Riga,ERMORDET,murdered,29.10.1942,1942-10-29,1942,Riga,Riga,Riga
ERMORDET 29.10.1942 in Riga,ERMORDET,murdered,29.10.1942,1942-10-29,1942,Riga,Riga,Riga
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 29.10.1942 in Riga,ERMORDET,murdered,29.10.1942,1942-10-29,1942,Riga,Riga,Riga
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 29.10.1942 in Riga,ERMORDET,murdered,29.10.1942,1942-10-29,1942,Riga,Riga,Riga
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 29.10.1942 in Riga,ERMORDET,murdered,29.10.1942,1942-10-29,1942,Riga,Riga,Riga
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
TOT 18.01.1945 in Auschwitz,TOT,deceased,18.01.1945,1945-01-18,1945,Auschwitz,Auschwitz,Auschwitz
"NACH MIßHANDLUNGEN GESTORBEN 17.12.1936 in Berlin","NACH MIßHANDLUNGEN GESTORBEN",deceased,17.12.1936,1936-12-17,1936,Berlin,Berlin,Berlin
AN HAFTFOLGEN GESTORBEN Oktober 1944 im KZ Buchenwald,AN HAFTFOLGEN GESTORBEN,deceased,Oktober 1944,NA,1944,KZ Buchenwald,Buchenwald,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 1940,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET 22.10.1942 in Riga,ERMORDET,murdered,22.10.1942,1942-10-22,1942,Riga,Riga,Riga
ERMORDET 22.10.1942 in Riga,ERMORDET,murdered,22.10.1942,1942-10-22,1942,Riga,Riga,Riga
ERMORDET 22.10.1942 in Riga,ERMORDET,murdered,22.10.1942,1942-10-22,1942,Riga,Riga,Riga
VERSTORBEN AN DEN FOLGEN VON HAFT UND FOLTER 18.08.1937 in Berlin,VERSTORBEN AN DEN FOLGEN VON HAFT UND FOLTER,deceased,18.08.1937,1937-08-18,1937,Berlin,Berlin,Berlin
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET 15.07.1940 in der Tötungsanstalt Brandenburg,ERMORDET,murdered,15.07.1940,1940-07-15,1940,Tötungsanstalt Brandenburg,Brandenburg,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 1942 in Schweiz,ERMORDET,murdered,1942,NA,1942,Schweiz,Schweiz,Other
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET 04.08.1942 in Meseritz-Obrawalde,ERMORDET,murdered,04.08.1942,1942-08-04,1942,Meseritz-Obrawalde,Meseritz-Obrawalde,Other
ERMORDET 29.10.1942 in Riga,ERMORDET,murdered,29.10.1942,1942-10-29,1942,Riga,Riga,Riga
ERMORDET 29.10.1942 in Riga,ERMORDET,murdered,29.10.1942,1942-10-29,1942,Riga,Riga,Riga
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
TOT 27.10.1942 in Theresienstadt,TOT,deceased,27.10.1942,1942-10-27,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 11.11.1942 in Theresienstadt,ERMORDET,murdered,11.11.1942,1942-11-11,1942,Theresienstadt,Theresienstadt,Theresienstadt
HINGERICHTET 01.04.1940 in Puławy in Polen,HINGERICHTET,murdered,01.04.1940,1940-04-01,1940,Puławy in Polen,Polen,Other
ERMORDET 28.05.1943 in Sobibór,ERMORDET,murdered,28.05.1943,1943-05-28,1943,Sobibór,Sobibor,Other
TOT 16.01.1943 in Den Haag,TOT,deceased,16.01.1943,1943-01-16,1943,Den Haag,Den Haag,Other
ERMORDET 28.05.1943 in Sobibór,ERMORDET,murdered,28.05.1943,1943-05-28,1943,Sobibór,Sobibor,Other
ERMORDET 29.10.1942 im Ghetto Riga,ERMORDET,murdered,29.10.1942,1942-10-29,1942,Ghetto Riga,Riga,Riga
ERMORDET Dezember 1942 in Auschwitz,ERMORDET,murdered,Dezember 1942,NA,1942,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Treblinka,ERMORDET,murdered,NA,NA,NA,Treblinka,Treblinka,Treblinka
ERMORDET 23.03.1943 in Auschwitz,ERMORDET,murdered,23.03.1943,1943-03-23,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 12.11.1942 in Theresienstadt,ERMORDET,murdered,12.11.1942,1942-11-12,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET Dezember 1942 in Auschwitz,ERMORDET,murdered,Dezember 1942,NA,1942,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 18.08.1942 in Riga-Rumbula oder Bikernieki,ERMORDET,murdered,18.08.1942,1942-08-18,1942,Riga-Rumbula oder Bikernieki,Riga,Riga
ERMORDET 18.08.1942 in Riga-Rumbula oder Bikernieki,ERMORDET,murdered,18.08.1942,1942-08-18,1942,Riga-Rumbula oder Bikernieki,Riga,Riga
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
HINGERICHTET 26.08.1944 in Berlin-Plötzensee,HINGERICHTET,murdered,26.08.1944,1944-08-26,1944,Berlin-Plötzensee,Berlin,Berlin
FLUCHT IN DEN TOD 26.09.1942 in Berlin,FLUCHT IN DEN TOD,deceased,26.09.1942,1942-09-26,1942,Berlin,Berlin,Berlin
VERSTORBEN AN DEN FOLGEN VON HAFT UND FOLTER 08.08.1940 in Hamburg,VERSTORBEN AN DEN FOLGEN VON HAFT UND FOLTER,deceased,08.08.1940,1940-08-08,1940,Hamburg,Hamburg,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
"ERMORDET IM RAHMEN DES """"EUTHANASIE""""-PROGRAMMS 29.11.1942 in Weilmünster","ERMORDET IM RAHMEN DES """"EUTHANASIE""""-PROGRAMMS",murdered,29.11.1942,1942-11-29,1942,Weilmünster,Weilmünster,Other
"NACH MIßHANDLUNGEN GESTORBEN 18.03.1933 in Berlin","NACH MIßHANDLUNGEN GESTORBEN",deceased,18.03.1933,1933-03-18,1933,Berlin,Berlin,Berlin
FLUCHT IN DEN TOD 18.01.1942 in Berlin,FLUCHT IN DEN TOD,deceased,18.01.1942,1942-01-18,1942,Berlin,Berlin,Berlin
ERMORDET 30.04.1943 in Auschwitz,ERMORDET,murdered,30.04.1943,1943-04-30,1943,Auschwitz,Auschwitz,Auschwitz
TOT 07.06.1943 im Ghetto Riga,TOT,deceased,07.06.1943,1943-06-07,1943,Ghetto Riga,Riga,Riga
ERMORDET 18.08.1942 in Riga,ERMORDET,murdered,18.08.1942,1942-08-18,1942,Riga,Riga,Riga
ERMORDET 03.02.1944 im Zuchthaus Brandenburg-Görden,ERMORDET,murdered,03.02.1944,1944-02-03,1944,Zuchthaus Brandenburg-Görden,Brandenburg,Other
ERMORDET 30.04.1940 im KZ Sachsenhausen,ERMORDET,murdered,30.04.1940,1940-04-30,1940,KZ Sachsenhausen,Sachsenhausen,Sachsenhausen
ERMORDET in Treblinka,ERMORDET,murdered,NA,NA,NA,Treblinka,Treblinka,Treblinka
ERMORDET 12.10.1942 in Theresienstadt,ERMORDET,murdered,12.10.1942,1942-10-12,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 01.11.1942 in Auschwitz,ERMORDET,murdered,01.11.1942,1942-11-01,1942,Auschwitz,Auschwitz,Auschwitz
ERMORDET 14.12.1942 in Theresienstadt,ERMORDET,murdered,14.12.1942,1942-12-14,1942,Theresienstadt,Theresienstadt,Theresienstadt
FLUCHT IN DEN TOD 07.09.1942 in Berlin,FLUCHT IN DEN TOD,deceased,07.09.1942,1942-09-07,1942,Berlin,Berlin,Berlin
ERMORDET in Treblinka,ERMORDET,murdered,NA,NA,NA,Treblinka,Treblinka,Treblinka
ERMORDET in Treblinka,ERMORDET,murdered,NA,NA,NA,Treblinka,Treblinka,Treblinka
ERMORDET 18.08.1942 in Riga,ERMORDET,murdered,18.08.1942,1942-08-18,1942,Riga,Riga,Riga
FLUCHT IN DEN TOD 04.03.1943 in Berlin,FLUCHT IN DEN TOD,deceased,04.03.1943,1943-03-04,1943,Berlin,Berlin,Berlin
ERMORDET 08.09.1942 in Riga,ERMORDET,murdered,08.09.1942,1942-09-08,1942,Riga,Riga,Riga
ERMORDET 18.10.1942 in Theresienstadt,ERMORDET,murdered,18.10.1942,1942-10-18,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 02.07.1944 im Ghetto Theresienstadt,ERMORDET,murdered,02.07.1944,1944-07-02,1944,Ghetto Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Chełmno / Kulmhof,ERMORDET,murdered,NA,NA,NA,Chełmno / Kulmhof,Chełmno / Kulmhof,Chełmno / Kulmhof
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET im besetzten Polen,ERMORDET,murdered,NA,NA,NA,besetzten Polen,Polen,Other
ERMORDET im besetzten Polen,ERMORDET,murdered,NA,NA,NA,besetzten Polen,Polen,Other
ERMORDET im besetzten Polen,ERMORDET,murdered,NA,NA,NA,besetzten Polen,Polen,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
TOT 22.01.1941 in Jacoby'sche Anstalt Bendorf-Sayn,TOT,deceased,22.01.1941,1941-01-22,1941,Jacoby'sche Anstalt Bendorf-Sayn,Jacoby'sche Anstalt Bendorf-Sayn,Other
VERBLEIB UNKLAR,VERBLEIB UNKLAR,unknown,NA,NA,NA,NA,NA,Unknown
VERBLEIB UNKLAR,VERBLEIB UNKLAR,unknown,NA,NA,NA,NA,NA,Unknown
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
FLUCHT IN DEN TOD in Berlin,FLUCHT IN DEN TOD,deceased,NA,NA,NA,Berlin,Berlin,Berlin
FLUCHT IN DEN TOD 19.02.1939 in Berlin,FLUCHT IN DEN TOD,deceased,19.02.1939,1939-02-19,1939,Berlin,Berlin,Berlin
ERMORDET in Treblinka,ERMORDET,murdered,NA,NA,NA,Treblinka,Treblinka,Treblinka
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Treblinka,ERMORDET,murdered,NA,NA,NA,Treblinka,Treblinka,Treblinka
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 1940,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET in Minsk,ERMORDET,murdered,NA,NA,NA,Minsk,Minsk,Minsk
ERMORDET in Minsk,ERMORDET,murdered,NA,NA,NA,Minsk,Minsk,Minsk
ERMORDET Mai 1942 in Chełmno / Kulmhof,ERMORDET,murdered,Mai 1942,NA,1942,Chełmno / Kulmhof,Chełmno / Kulmhof,Chełmno / Kulmhof
ERMORDET Mai 1942 in Chełmno / Kulmhof,ERMORDET,murdered,Mai 1942,NA,1942,Chełmno / Kulmhof,Chełmno / Kulmhof,Chełmno / Kulmhof
ERMORDET 26.02.1942 in Łódź / Litzmannstadt,ERMORDET,murdered,26.02.1942,1942-02-26,1942,Łódź / Litzmannstadt,Litzmannstadt,Litzmannstadt
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET 1942 in Bełżec,ERMORDET,murdered,1942,NA,1942,Bełżec,Belzec,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 1942 in Bełżec,ERMORDET,murdered,1942,NA,1942,Bełżec,Belzec,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 18.04.1942 in Sachsenhausen,ERMORDET,murdered,18.04.1942,1942-04-18,1942,Sachsenhausen,Sachsenhausen,Sachsenhausen
TOT,TOT,deceased,NA,NA,NA,NA,NA,Unknown
ERMORDET 12.11.1942 in Łódź / Litzmannstadt,ERMORDET,murdered,12.11.1942,1942-11-12,1942,Łódź / Litzmannstadt,Litzmannstadt,Litzmannstadt
ERMORDET 12.11.1942 in Łódź / Litzmannstadt,ERMORDET,murdered,12.11.1942,1942-11-12,1942,Łódź / Litzmannstadt,Litzmannstadt,Litzmannstadt
ERMORDET 12.11.1942 in Łódź / Litzmannstadt,ERMORDET,murdered,12.11.1942,1942-11-12,1942,Łódź / Litzmannstadt,Litzmannstadt,Litzmannstadt
ERMORDET 24.02.1942 in Łódź / Litzmannstadt,ERMORDET,murdered,24.02.1942,1942-02-24,1942,Łódź / Litzmannstadt,Litzmannstadt,Litzmannstadt
VERBLEIB UNKLAR,VERBLEIB UNKLAR,unknown,NA,NA,NA,NA,NA,Unknown
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET 07.01.1943 in Meseritz-Obrawalde,ERMORDET,murdered,07.01.1943,1943-01-07,1943,Meseritz-Obrawalde,Meseritz-Obrawalde,Other
ERMORDET 08.12.1942 in Theresienstadt (Ghetto),ERMORDET,murdered,08.12.1942,1942-12-08,1942,Theresienstadt (Ghetto),Theresienstadt,Theresienstadt
ERMORDET September 1942 in den Wäldern bei Riga,ERMORDET,murdered,September 1942,NA,1942,den Wäldern bei Riga,Riga,Riga
ERMORDET September 1942 in den Wäldern bei Riga,ERMORDET,murdered,September 1942,NA,1942,den Wäldern bei Riga,Riga,Riga
"ERMORDET 25.11.1941 in Kauen / Kowno, Fort IX",ERMORDET,murdered,25.11.1941,1941-11-25,1941,"Kauen / Kowno, Fort IX",Kowno,Other
"ERMORDET 25.11.1941 in Kauen / Kowno, Fort IX",ERMORDET,murdered,25.11.1941,1941-11-25,1941,"Kauen / Kowno, Fort IX",Kowno,Other
FLUCHT IN DEN TOD 04.03.1943 in Berlin,FLUCHT IN DEN TOD,deceased,04.03.1943,1943-03-04,1943,Berlin,Berlin,Berlin
FLUCHT IN DEN TOD 04.03.1893 in Berlin,FLUCHT IN DEN TOD,deceased,04.03.1893,1893-03-04,1893,Berlin,Berlin,Berlin
ERMORDET 21.06.1944 in Meseritz-Obrawalde,ERMORDET,murdered,21.06.1944,1944-06-21,1944,Meseritz-Obrawalde,Meseritz-Obrawalde,Other
ERMORDET 22.10.1942 in Riga,ERMORDET,murdered,22.10.1942,1942-10-22,1942,Riga,Riga,Riga
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 22.10.1942 in Riga,ERMORDET,murdered,22.10.1942,1942-10-22,1942,Riga,Riga,Riga
ERMORDET 01.05.1943 in Auschwitz,ERMORDET,murdered,01.05.1943,1943-05-01,1943,Auschwitz,Auschwitz,Auschwitz
HINGERICHTET 20.04.1945 in Brandenburg-Görden,HINGERICHTET,murdered,20.04.1945,1945-04-20,1945,Brandenburg-Görden,Brandenburg,Other
FLUCHT IN DEN TOD 11.12.1942 in Berlin-Zehlendorf,FLUCHT IN DEN TOD,deceased,11.12.1942,1942-12-11,1942,Berlin-Zehlendorf,Berlin,Berlin
FLUCHT IN DEN TOD 11.12.1942 in Berlin-Zehlendorf,FLUCHT IN DEN TOD,deceased,11.12.1942,1942-12-11,1942,Berlin-Zehlendorf,Berlin,Berlin
ERMORDET 18.08.1944 in Meseritz-Obrawalde,ERMORDET,murdered,18.08.1944,1944-08-18,1944,Meseritz-Obrawalde,Meseritz-Obrawalde,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Piaski,ERMORDET,murdered,NA,NA,NA,Piaski,Piaski,Other
ÜBERLEBT in Theresienstadt,ÜBERLEBT,survived,NA,NA,NA,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 18.08.1942 in Riga,ERMORDET,murdered,18.08.1942,1942-08-18,1942,Riga,Riga,Riga
HINGERICHTET 03.02.1943 in Plötzensee,HINGERICHTET,murdered,03.02.1943,1943-02-03,1943,Plötzensee,Plötzensee,Other
HINGERICHTET 10.04.1945 in Berlin-Plötzensee,HINGERICHTET,murdered,10.04.1945,1945-04-10,1945,Berlin-Plötzensee,Berlin,Berlin
ERMORDET 03.03.1943 in Theresienstadt,ERMORDET,murdered,03.03.1943,1943-03-03,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Raasiku,ERMORDET,murdered,NA,NA,NA,Raasiku,Raasiku,Other
ERMORDET 28.06.1944 in Chełmno / Kulmhof,ERMORDET,murdered,28.06.1944,1944-06-28,1944,Chełmno / Kulmhof,Chełmno / Kulmhof,Chełmno / Kulmhof
ERMORDET 29.06.1940 in der Tötungsanstalt Hartheim,ERMORDET,murdered,29.06.1940,1940-06-29,1940,Tötungsanstalt Hartheim,Tötungsanstalt Hartheim,Other
VERSTORBEN AN DEN FOLGEN VON HAFT UND FOLTER 07.01.1938 in Berlin,VERSTORBEN AN DEN FOLGEN VON HAFT UND FOLTER,deceased,07.01.1938,1938-01-07,1938,Berlin,Berlin,Berlin
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
AN HAFTFOLGEN GESTORBEN 26.04.1945 im Zuchthaus Hameln,AN HAFTFOLGEN GESTORBEN,deceased,26.04.1945,1945-04-26,1945,Zuchthaus Hameln,Zuchthaus Hameln,Other
ERMORDET 22.10.1942 in Riga,ERMORDET,murdered,22.10.1942,1942-10-22,1942,Riga,Riga,Riga
TOT 13.02.1943 in Theresienstadt,TOT,deceased,13.02.1943,1943-02-13,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET April 1943 in Auschwitz,ERMORDET,murdered,April 1943,NA,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET 01.11.1942 in Theresienstadt,ERMORDET,murdered,01.11.1942,1942-11-01,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 04.04.1942 in Warschau,ERMORDET,murdered,04.04.1942,1942-04-04,1942,Warschau,Warschau,Other
TOT in Auschwitz,TOT,deceased,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET 15.02.1945 in Bergen-Belsen,ERMORDET,murdered,15.02.1945,1945-02-15,1945,Bergen-Belsen,Bergen-Belsen,Other
ERMORDET 01.06.1944 in Bergen-Belsen,ERMORDET,murdered,01.06.1944,1944-06-01,1944,Bergen-Belsen,Bergen-Belsen,Other
ERMORDET 04.12.1944 in Bergen-Belsen,ERMORDET,murdered,04.12.1944,1944-12-04,1944,Bergen-Belsen,Bergen-Belsen,Other
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 23.06.1944 in Theresienstadt,ERMORDET,murdered,23.06.1944,1944-06-23,1944,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 08.09.1942 in Riga,ERMORDET,murdered,08.09.1942,1942-09-08,1942,Riga,Riga,Riga
ERMORDET 30.12.1943 in Auschwitz,ERMORDET,murdered,30.12.1943,1943-12-30,1943,Auschwitz,Auschwitz,Auschwitz
FLUCHT IN DEN TOD 15.08.1942 in Berlin,FLUCHT IN DEN TOD,deceased,15.08.1942,1942-08-15,1942,Berlin,Berlin,Berlin
ERMORDET 18.08.1942 im Ghetto Riga,ERMORDET,murdered,18.08.1942,1942-08-18,1942,Ghetto Riga,Riga,Riga
FLUCHT IN DEN TOD 16.09.1944 in Berlin,FLUCHT IN DEN TOD,deceased,16.09.1944,1944-09-16,1944,Berlin,Berlin,Berlin
FLUCHT IN DEN TOD 25.03.1942 in Sachsenhausen,FLUCHT IN DEN TOD,deceased,25.03.1942,1942-03-25,1942,Sachsenhausen,Sachsenhausen,Sachsenhausen
ERMORDET Oktober 1944 in Auschwitz,ERMORDET,murdered,Oktober 1944,NA,1944,Auschwitz,Auschwitz,Auschwitz
ERMORDET 1944 in Auschwitz,ERMORDET,murdered,1944,NA,1944,Auschwitz,Auschwitz,Auschwitz
ERMORDET 27.08.1942 im Ghetto Theresienstadt,ERMORDET,murdered,27.08.1942,1942-08-27,1942,Ghetto Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 20.08.1942 in Sachsenhausen,ERMORDET,murdered,20.08.1942,1942-08-20,1942,Sachsenhausen,Sachsenhausen,Sachsenhausen
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Sobibór,ERMORDET,murdered,NA,NA,NA,Sobibór,Sobibor,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
"ERMORDET IM RAHMEN DES """"EUTHANASIE""""-PROGRAMMS 06.05.1941 in Bernburg","ERMORDET IM RAHMEN DES """"EUTHANASIE""""-PROGRAMMS",murdered,06.05.1941,1941-05-06,1941,Bernburg,Bernburg,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
HINGERICHTET 05.06.1940 in Plötzensee,HINGERICHTET,murdered,05.06.1940,1940-06-05,1940,Plötzensee,Plötzensee,Other
TOT 1941,TOT,deceased,NA,NA,NA,NA,NA,Unknown
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET 02.02.1940 in Sachsenhausen,ERMORDET,murdered,02.02.1940,1940-02-02,1940,Sachsenhausen,Sachsenhausen,Sachsenhausen
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET 29.10.1942 in Riga,ERMORDET,murdered,29.10.1942,1942-10-29,1942,Riga,Riga,Riga
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET 29.10.1942 in Riga,ERMORDET,murdered,29.10.1942,1942-10-29,1942,Riga,Riga,Riga
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET 29.10.1942 in Riga,ERMORDET,murdered,29.10.1942,1942-10-29,1942,Riga,Riga,Riga
